country_code,country,Adjustment,Date,pct_ca_oecd,cn,cn_2,pct_ca,ca,pct_ca_sa_2,cab
AUS,Australia,Calendar and seasonally adjusted,1971-Q3,-0.7796735,193,Australia,-1.50930769741535,-0.770571507201174,-0.78005737,-0.770571529865265
AUS,Australia,Calendar and seasonally adjusted,1971-Q4,-1.328082,193,Australia,-2.27606687694788,-1.32832539391719,-2.4824262,-1.32832539081573
AUS,Australia,Calendar and seasonally adjusted,1972-Q1,-0.09893866,193,Australia,-0.44525945559144,-0.152946468735942,-0.59955422,-0.152946472167969
AUS,Australia,Calendar and seasonally adjusted,1972-Q2,1.204297,193,Australia,0.891829375177622,1.20461045151226,0.52327814,1.20461046695709
AUS,Australia,Calendar and seasonally adjusted,1972-Q3,1.70911,193,Australia,0.998046342283487,1.7008547008547,1.7266162,1.70085465908051
AUS,Australia,Calendar and seasonally adjusted,1972-Q4,2.274419,193,Australia,1.36590385809541,2.29096021834422,1.1602291,2.29096031188965
AUS,Australia,Calendar and seasonally adjusted,1973-Q1,2.040013,193,Australia,1.7861895263195,2.02457854104301,1.6323254,2.02457857131958
AUS,Australia,Calendar and seasonally adjusted,1973-Q2,1.677575,193,Australia,1.4173268340528,1.67030321270032,1.0482428,1.67030322551727
AUS,Australia,Calendar and seasonally adjusted,1973-Q3,0.4203177,193,Australia,-0.400583818554878,0.448781877760365,0.32755641,0.448781877756119
AUS,Australia,Calendar and seasonally adjusted,1973-Q4,0.4342017,193,Australia,-0.618581520393491,0.454241816967268,-0.82375538,0.454241812229156
AUS,Australia,Calendar and seasonally adjusted,1974-Q1,-1.806685,193,Australia,-1.82322133332491,-1.81970704007227,-1.9766266,-1.81970703601837
AUS,Australia,Calendar and seasonally adjusted,1974-Q2,-3.36758,193,Australia,-3.19578647613525,-3.367793492738,-3.5654499,-3.36779356002808
AUS,Australia,Calendar and seasonally adjusted,1974-Q3,-3.080045,193,Australia,-3.96410413086414,-3.05019996418552,-3.236283,-3.05019998550415
AUS,Australia,Calendar and seasonally adjusted,1974-Q4,-2.391341,193,Australia,-2.85023897886276,-2.39727968262964,-3.0549346,-2.39727973937988
AUS,Australia,Calendar and seasonally adjusted,1975-Q1,-0.3444636,193,Australia,-0.618403218686581,-0.333370374486054,-0.77122932,-0.333370387554169
AUS,Australia,Calendar and seasonally adjusted,1975-Q2,0.228359,193,Australia,0.198246235959232,0.228407521512801,-0.17212305,0.228407517075539
AUS,Australia,Calendar and seasonally adjusted,1975-Q3,-0.9998969,193,Australia,-1.63137707859278,-1.00010310341272,-0.90398696,-1.00010311603546
AUS,Australia,Calendar and seasonally adjusted,1975-Q4,-1.740584,193,Australia,-2.08301804959774,-1.75593920613841,-2.2874556,-1.755939245224
AUS,Australia,Calendar and seasonally adjusted,1976-Q1,-1.70868,193,Australia,-1.93103197962046,-1.76105945336715,-2.083051,-1.76105940341949
AUS,Australia,Calendar and seasonally adjusted,1976-Q2,-1.011691,193,Australia,-1.14708552137017,-1.01191814706544,-1.5179152,-1.01191818714142
AUS,Australia,Calendar and seasonally adjusted,1976-Q3,-1.151373,193,Australia,-1.71173047274351,-1.14278265403667,-0.98466187,-1.14278268814087
AUS,Australia,Calendar and seasonally adjusted,1976-Q4,-1.76,193,Australia,-2.16529089957476,-1.74751558025939,-2.3698238,-1.74751555919647
AUS,Australia,Calendar and seasonally adjusted,1977-Q1,-2.949051,193,Australia,-3.24109420180321,-2.95341269514355,-3.3924668,-2.95341277122498
AUS,Australia,Calendar and seasonally adjusted,1977-Q2,-2.796479,193,Australia,-2.8917359188199,-2.79681274900398,-3.262905,-2.79681277275085
AUS,Australia,Calendar and seasonally adjusted,1977-Q3,-3.022561,193,Australia,-3.52496989071369,-3.01100628930818,-2.7979345,-3.01100635528564
AUS,Australia,Calendar and seasonally adjusted,1977-Q4,-1.084337,193,Australia,-1.35010089725256,-1.10005441965327,-1.5546786,-1.10005438327789
AUS,Australia,Calendar and seasonally adjusted,1978-Q1,-2.885954,193,Australia,-3.44629287719727,-2.86337810889115,-3.5973213,-2.86337804794312
AUS,Australia,Calendar and seasonally adjusted,1978-Q2,-2.981257,193,Australia,-3.18002104759216,-2.98158433206665,-3.5516791,-2.98158431053162
AUS,Australia,Calendar and seasonally adjusted,1978-Q3,-3.609049,193,Australia,-4.0705069899559,-3.6239570074954,-3.3433691,-3.62395691871643
AUS,Australia,Calendar and seasonally adjusted,1978-Q4,-3.533788,193,Australia,-3.62768210470676,-3.52049603858078,-3.8320259,-3.52049612998962
AUS,Australia,Calendar and seasonally adjusted,1979-Q1,-1.944836,193,Australia,-2.68668942153454,-1.95512399947513,-2.8374942,-1.95512402057648
AUS,Australia,Calendar and seasonally adjusted,1979-Q2,-1.921835,193,Australia,-2.09243781864643,-1.91897654584222,-2.4646935,-1.91897654533386
AUS,Australia,Calendar and seasonally adjusted,1979-Q3,-1.701424,193,Australia,-1.96359436959028,-1.68295500671309,-1.2363131,-1.68295502662659
AUS,Australia,Calendar and seasonally adjusted,1979-Q4,-0.6694686,193,Australia,-0.975275598466396,-0.642507580988981,-1.1793677,-0.642507553100586
AUS,Australia,Calendar and seasonally adjusted,1980-Q1,-0.9000584,193,Australia,-1.72416307032108,-0.961819563819213,-1.8748379,-0.961819589138031
AUS,Australia,Calendar and seasonally adjusted,1980-Q2,-1.711918,193,Australia,-1.72416288405657,-1.71787909103902,-2.0970526,-1.71787905693054
AUS,Australia,Calendar and seasonally adjusted,1980-Q3,-3.756778,193,Australia,-3.78021597862244,-3.78261711724176,-3.0526644,-3.78261709213257
AUS,Australia,Calendar and seasonally adjusted,1980-Q4,-3.200635,193,Australia,-3.35542820394039,-3.21445579131171,-3.5592243,-3.2144558429718
AUS,Australia,Calendar and seasonally adjusted,1981-Q1,-2.855661,193,Australia,-4.01090979576111,-2.82194267928933,-4.161493,-2.82194256782532
AUS,Australia,Calendar and seasonally adjusted,1981-Q2,-4.156247,193,Australia,-3.78850400447845,-4.16927194057474,-4.1620299,-4.16927194595337
AUS,Australia,Calendar and seasonally adjusted,1981-Q3,-4.065465,193,Australia,-5.05637153983116,-4.05636208368915,-4.3285367,-4.05636215209961
AUS,Australia,Calendar and seasonally adjusted,1981-Q4,-5.332472,193,Australia,-5.07713779807091,-5.32373768827994,-5.2806793,-5.32373762130737
AUS,Australia,Calendar and seasonally adjusted,1982-Q1,-5.389965,193,Australia,-5.30307218432426,-5.39081731746426,-5.4536383,-5.39081716537476
AUS,Australia,Calendar and seasonally adjusted,1982-Q2,-4.715709,193,Australia,-5.19927814602852,-4.72947984423608,-5.5734072,-4.72947978973389
AUS,Australia,Calendar and seasonally adjusted,1982-Q3,-3.361399,193,Australia,-4.34101819992065,-3.3733697170237,-3.6127223,-3.3733696937561
AUS,Australia,Calendar and seasonally adjusted,1982-Q4,-3.331007,193,Australia,-3.09273861348629,-3.29984135378107,-3.296033,-3.29984140396118
AUS,Australia,Calendar and seasonally adjusted,1983-Q1,-3.486665,193,Australia,-3.70808579027653,-3.5106115258787,-3.8588085,-3.51061153411865
AUS,Australia,Calendar and seasonally adjusted,1983-Q2,-2.929035,193,Australia,-3.18069867789745,-2.93684538006844,-3.5555972,-2.93684530258179
AUS,Australia,Calendar and seasonally adjusted,1983-Q3,-3.64713,193,Australia,-4.54295463860035,-3.64242305430308,-3.8140231,-3.64242315292358
AUS,Australia,Calendar and seasonally adjusted,1983-Q4,-2.688418,193,Australia,-2.58389469236135,-2.78424487614977,-2.7867313,-2.78424477577209
AUS,Australia,Calendar and seasonally adjusted,1984-Q1,-3.956241,193,Australia,-3.8370318710804,-3.88208998974058,-3.9880232,-3.88209009170532
AUS,Australia,Calendar and seasonally adjusted,1984-Q2,-3.412817,193,Australia,-3.60358469188213,-3.42972909980816,-3.979371,-3.42972898483276
AUS,Australia,Calendar and seasonally adjusted,1984-Q3,-4.32843,193,Australia,-5.50943054258823,-4.43361969710389,-4.7799149,-4.43361949920654
AUS,Australia,Calendar and seasonally adjusted,1984-Q4,-5.106146,193,Australia,-4.9972303211689,-5.07623943539252,-5.1994469,-5.07623958587646
AUS,Australia,Calendar and seasonally adjusted,1985-Q1,-4.013552,193,Australia,-3.94363664090633,-4.05938764884701,-4.094872,-4.05938768386841
AUS,Australia,Calendar and seasonally adjusted,1985-Q2,-4.435621,193,Australia,-4.64554391801357,-4.45927817555882,-5.0221935,-4.45927810668945
AUS,Australia,Calendar and seasonally adjusted,1985-Q3,-5.521027,193,Australia,-6.74966424703598,-5.49028896257698,-6.0197547,-5.49028873443604
AUS,Australia,Calendar and seasonally adjusted,1985-Q4,-5.612292,193,Australia,-5.51231950521469,-5.5880804138401,-5.713948,-5.58808040618896
AUS,Australia,Calendar and seasonally adjusted,1986-Q1,-5.890929,193,Australia,-5.71330040693283,-5.92536292467888,-5.864603,-5.92536306381226
AUS,Australia,Calendar and seasonally adjusted,1986-Q2,-5.509555,193,Australia,-5.6505911052227,-5.52950663003225,-6.0280473,-5.52950668334961
AUS,Australia,Calendar and seasonally adjusted,1986-Q3,-4.716912,193,Australia,-5.81087544560432,-4.7074518772632,-5.0806815,-4.70745182037354
AUS,Australia,Calendar and seasonally adjusted,1986-Q4,-4.314732,193,Australia,-4.28419373929501,-4.28547110392374,-4.4852574,-4.28547096252441
AUS,Australia,Calendar and seasonally adjusted,1987-Q1,-4.010451,193,Australia,-4.11714687943459,-4.05712071732994,-4.2684638,-4.05712080001831
AUS,Australia,Calendar and seasonally adjusted,1987-Q2,-3.165215,193,Australia,-3.41635346412659,-3.18313352625052,-3.7946904,-3.18313360214233
AUS,Australia,Calendar and seasonally adjusted,1987-Q3,-3.227181,193,Australia,-4.27728332579136,-3.21388896065311,-3.5468151,-3.2138888835907
AUS,Australia,Calendar and seasonally adjusted,1987-Q4,-3.243555,193,Australia,-3.04504223167896,-3.22811241957937,-3.2454586,-3.22811245918274
AUS,Australia,Calendar and seasonally adjusted,1988-Q1,-2.999698,193,Australia,-3.01245544105768,-2.95772772930256,-3.1637649,-2.95772767066956
AUS,Australia,Calendar and seasonally adjusted,1988-Q2,-3.596384,193,Australia,-4.0233738720417,-3.61179680394959,-4.4026887,-3.61179685592651
AUS,Australia,Calendar and seasonally adjusted,1988-Q3,-3.912741,193,Australia,-5.35781644284725,-3.88619647642397,-4.6270935,-3.88619637489319
AUS,Australia,Calendar and seasonally adjusted,1988-Q4,-4.712077,193,Australia,-4.48856391012669,-4.81982280550584,-4.6882408,-4.81982278823853
AUS,Australia,Calendar and seasonally adjusted,1989-Q1,-5.58857,193,Australia,-5.40585853159428,-5.50518760125747,-5.5570908,-5.50518751144409
AUS,Australia,Calendar and seasonally adjusted,1989-Q2,-5.892011,193,Australia,-5.21726757287979,-5.91220581091277,-5.5976436,-5.91220569610596
